product_id,quantity_sold,sale_date,total_amount
5140,5,2024-01-30,500
5141,1,2024-01-31,100
5142,2,2024-02-01,200
5143,3,2024-02-02,300
5144,4,2024-02-03,400
5145,5,2024-02-04,500
5146,1,2024-02-05,100
5147,2,2024-02-06,200
5148,3,2024-02-07,300
5149,4,2024-02-08,400
5150,5,2024-02-09,500
5151,1,2024-02-10,100
,2,2024-02-11,200
5153,,2024-02-12,100
5154,4,2024-02-13,400
5155,5,2024-02-14,500
5156,1,2024-02-15,100
5157,2,2024-02-16,200
5158,3,2024-02-17,300
5159,4,2024-02-18,400
5160,5,2024-02-19,500
5161,1,2024-02-20,100
5162,2,2024-02-21,200
5163,3,2024-02-22,
5164,4,2024-02-23,400
5165,5,2024-02-24,500
5166,1,2024-02-25,100
5167,2,2024-02-26,200
5168,3,2024-02-27,300
,4,2024-02-28,400
5170,5,2024-02-29,500
5171,1,2024-03-01,100
5172,2,2024-03-02,200
5173,3,2024-03-03,300
5174,4,2024-03-04,400
5175,5,2024-03-05,500
5176,,2024-03-06,100
5177,2,2024-03-07,200
5178,3,2024-03-08,300
5179,4,2024-03-09,400
5180,5,2024-03-10,500
5181,1,2024-03-11,100
5182,2,2024-03-12,200
5183,3,2024-03-13,300
5184,4,2024-03-14,400
5185,5,2024-03-15,500
,1,2024-03-16,100
5187,2,2024-03-17,200
5188,3,2024-03-18,300
5189,4,2024-03-19,400
5190,5,2024-03-20,500
5191,1,2024-03-21,100
5192,2,2024-03-22,
5193,3,2024-03-23,300
5194,4,2024-03-24,400
5195,5,2024-03-25,500
5196,1,2024-03-26,100
5197,2,2024-03-27,200
5198,3,2024-03-28,300
5199,,2024-03-29,100
5200,5,2024-03-30,500
5201,1,2024-03-31,100
5202,2,2024-04-01,200
,3,2024-04-02,300
5204,4,2024-04-03,400
5205,5,2024-04-04,500
5206,1,2024-04-05,100
5207,2,2024-04-06,200
5208,3,2024-04-07,300
5209,4,2024-04-08,400
5210,5,2024-04-09,500
5211,1,2024-04-10,100
5212,2,2024-04-11,200
5213,3,2024-04-12,300
5214,4,2024-04-13,400
5215,5,2024-04-14,500
5216,1,2024-04-15,100
5217,2,2024-04-16,200
5218,3,2024-04-17,300
5219,4,2024-04-18,400
,5,2024-04-19,500
5221,1,2024-04-20,
5222,,2024-04-21,100
5223,3,2024-04-22,300
5224,4,2024-04-23,400
5225,5,2024-04-24,500
5226,1,2024-04-25,100
5227,2,2024-04-26,200
5228,3,2024-04-27,300
5229,4,2024-04-28,400
5230,5,2024-04-29,500
5231,1,2024-04-30,100
5232,2,2024-05-01,200
5233,3,2024-05-02,300
5234,4,2024-05-03,400
5235,5,2024-05-04,500
5236,1,2024-05-05,100
,2,2024-05-06,200
5238,3,2024-05-07,300
5239,4,2024-05-08,400
5240,5,2024-05-09,500
5241,1,2024-05-10,100
5242,2,2024-05-11,200
5243,3,2024-05-12,300
5244,4,2024-05-13,400
5245,,2024-05-14,100
5246,1,2024-05-15,100
5247,2,2024-05-16,200
5248,3,2024-05-17,300
5249,4,2024-05-18,400
5250,5,2024-05-19,
5251,1,2024-05-20,100
5252,2,2024-05-21,200
5253,3,2024-05-22,300
,4,2024-05-23,400
5255,5,2024-05-24,500
5256,1,2024-05-25,100
5257,2,2024-05-26,200
5258,3,2024-05-27,300
5259,4,2024-05-28,400
5260,5,2024-05-29,500
5261,1,2024-05-30,100
5262,2,2024-05-31,200
5263,3,2024-06-01,300
5264,4,2024-06-02,400
5265,5,2024-06-03,500
5266,1,2024-06-04,100
5267,2,2024-06-05,200
5268,,2024-06-06,100
5269,4,2024-06-07,400
5270,5,2024-06-08,500
,1,2024-06-09,100
5272,2,2024-06-10,200
5273,3,2024-06-11,300
5274,4,2024-06-12,400
5275,5,2024-06-13,500
5276,1,2024-06-14,100
5277,2,2024-06-15,200
5278,3,2024-06-16,300
5279,4,2024-06-17,
5280,5,2024-06-18,500
5281,1,2024-06-19,100
5282,2,2024-06-20,200
5283,3,2024-06-21,300
5284,4,2024-06-22,400
5285,5,2024-06-23,500
5286,1,2024-06-24,100
5287,2,2024-06-25,200
,3,2024-06-26,300
5289,4,2024-06-27,400
5290,5,2024-06-28,500
5291,,2024-06-29,100
5292,2,2024-06-30,200
5293,3,2024-07-01,300
5294,4,2024-07-02,400
5295,5,2024-07-03,500
5296,1,2024-07-04,100
5297,2,2024-07-05,200
5298,3,2024-07-06,300
5299,4,2024-07-07,400
5300,5,2024-07-08,500
5301,1,2024-07-09,100
5302,2,2024-07-10,200
5303,3,2024-07-11,300
5304,4,2024-07-12,400
,5,2024-07-13,500
5306,1,2024-07-14,100
5307,2,2024-07-15,200
5308,3,2024-07-16,
5309,4,2024-07-17,400
5310,5,2024-07-18,500
5311,1,2024-07-19,100
5312,2,2024-07-20,200
5313,3,2024-07-21,300
5314,,2024-07-22,100
5315,5,2024-07-23,500
5316,1,2024-07-24,100
5317,2,2024-07-25,200
5318,3,2024-07-26,300
5319,4,2024-07-27,400
5320,5,2024-07-28,500
5321,1,2024-07-29,100
,2,2024-07-30,200
5323,3,2024-07-31,300
5324,4,2024-08-01,400
5325,5,2024-08-02,500
5326,1,2024-08-03,100
5327,2,2024-08-04,200
5328,3,2024-08-05,300
5329,4,2024-08-06,400
5330,5,2024-08-07,500
5331,1,2024-08-08,100
5332,2,2024-08-09,200
5333,3,2024-08-10,300
5334,4,2024-08-11,400
5335,5,2024-08-12,500
5336,1,2024-08-13,100
5337,,2024-08-14,
5338,3,2024-08-15,300
,4,2024-08-16,400
5340,5,2024-08-17,500
5341,1,2024-08-18,100
5342,2,2024-08-19,200
5343,3,2024-08-20,300
5344,4,2024-08-21,400
5345,5,2024-08-22,500
5346,1,2024-08-23,100
5347,2,2024-08-24,200
5348,3,2024-08-25,300
5349,4,2024-08-26,400
5350,5,2024-08-27,500
5351,1,2024-08-28,100
5352,2,2024-08-29,200
5353,3,2024-08-30,300
5354,4,2024-08-31,400
5355,5,2024-09-01,500
,1,2024-09-02,100
5357,2,2024-09-03,200
5358,3,2024-09-04,300
5359,4,2024-09-05,400
5360,,2024-09-06,100
5361,1,2024-09-07,100
5362,2,2024-09-08,200
5363,3,2024-09-09,300
5364,4,2024-09-10,400
5365,5,2024-09-11,500
5366,1,2024-09-12,
5367,2,2024-09-13,200
5368,3,2024-09-14,300
5369,4,2024-09-15,400
5370,5,2024-09-16,500
5371,1,2024-09-17,100
5372,2,2024-09-18,200
,3,2024-09-19,300
5374,4,2024-09-20,400
5375,5,2024-09-21,500
5376,1,2024-09-22,100
5377,2,2024-09-23,200
5378,3,2024-09-24,300
5379,4,2024-09-25,400
5380,5,2024-09-26,500
5381,1,2024-09-27,100
5382,2,2024-09-28,200
5383,,2024-09-29,100
5384,4,2024-09-30,400
5385,5,2024-10-01,500
5386,1,2024-10-02,100
5387,2,2024-10-03,200
5388,3,2024-10-04,300
5389,4,2024-10-05,400
,5,2024-10-06,500
5391,1,2024-10-07,100
5392,2,2024-10-08,200
5393,3,2024-10-09,300
5394,4,2024-10-10,400
5395,5,2024-10-11,
5396,1,2024-10-12,100
5397,2,2024-10-13,200
5398,3,2024-10-14,300
5399,4,2024-10-15,400
5400,5,2024-10-16,500
5401,1,2024-10-17,100
5402,2,2024-10-18,200
5403,3,2024-10-19,300
5404,4,2024-10-20,400
5405,5,2024-10-21,500
5406,,2024-10-22,100
,2,2024-10-23,200
5408,3,2024-10-24,300
5409,4,2024-10-25,400
5410,5,2024-10-26,500
5411,1,2024-10-27,100
5412,2,2024-10-28,200
5413,3,2024-10-29,300
5414,4,2024-10-30,400
5415,5,2024-10-31,500
5416,1,2024-11-01,100
5417,2,2024-11-02,200
5418,3,2024-11-03,300
5419,4,2024-11-04,400
5420,5,2024-11-05,500
5421,1,2024-11-06,100
5422,2,2024-11-07,200
5423,3,2024-11-08,300
,4,2024-11-09,
5425,5,2024-11-10,500
5426,1,2024-11-11,100
5427,2,2024-11-12,200
5428,3,2024-11-13,300
5429,,2024-11-14,100
5430,5,2024-11-15,500
5431,1,2024-11-16,100
5432,2,2024-11-17,200
5433,3,2024-11-18,300
5434,4,2024-11-19,400
5435,5,2024-11-20,500
5436,1,2024-11-21,100
5437,2,2024-11-22,200
5438,3,2024-11-23,300
5439,4,2024-11-24,400
5440,5,2024-11-25,500
,1,2024-11-26,100
5442,2,2024-11-27,200
5443,3,2024-11-28,300
5444,4,2024-11-29,400
5445,5,2024-11-30,500
5446,1,2024-12-01,100
5447,2,2024-12-02,200
5448,3,2024-12-03,300
5449,4,2024-12-04,400
5450,5,2024-12-05,500
5451,1,2024-12-06,100
5452,,2024-12-07,100
5453,3,2024-12-08,
5454,4,2024-12-09,400
5455,5,2024-12-10,500
5456,1,2024-12-11,100
5457,2,2024-12-12,200
,3,2024-12-13,300
5459,4,2024-12-14,400
5460,5,2024-12-15,500
5461,1,2024-12-16,100
5462,2,2024-12-17,200
5463,3,2024-12-18,300
5464,4,2024-12-19,400
5465,5,2024-12-20,500
5466,1,2024-12-21,100
5467,2,2024-12-22,200
5468,3,2024-12-23,300
5469,4,2024-12-24,400
5470,5,2024-12-25,500
5471,1,2024-12-26,100
5472,2,2024-12-27,200
5473,3,2024-12-28,300
5474,4,2024-12-29,400
,,2024-12-30,100
5476,1,2024-01-01,100
5477,2,2024-01-02,200
5478,3,2024-01-03,300
5479,4,2024-01-04,400
5480,5,2024-01-05,500
5481,1,2024-01-06,100
5482,2,2024-01-07,
5483,3,2024-01-08,300
5484,4,2024-01-09,400
5485,5,2024-01-10,500
5486,1,2024-01-11,100
5487,2,2024-01-12,200
5488,3,2024-01-13,300
5489,4,2024-01-14,400
5490,5,2024-01-15,500
5491,1,2024-01-16,100
,2,2024-01-17,200
5493,3,2024-01-18,300
5494,4,2024-01-19,400
5495,5,2024-01-20,500
5496,1,2024-01-21,100
5497,2,2024-01-22,200
5498,,2024-01-23,100
5499,4,2024-01-24,400
5500,5,2024-01-25,500
5501,1,2024-01-26,100
5502,2,2024-01-27,200
5503,3,2024-01-28,300
5504,4,2024-01-29,400
5505,5,2024-01-30,500
5506,1,2024-01-31,100
5507,2,2024-02-01,200
5508,3,2024-02-02,300
,4,2024-02-03,400
5510,5,2024-02-04,500
5511,1,2024-02-05,
5512,2,2024-02-06,200
5513,3,2024-02-07,300
5514,4,2024-02-08,400
5515,5,2024-02-09,500
5516,1,2024-02-10,100
5517,2,2024-02-11,200
5518,3,2024-02-12,300
5519,4,2024-02-13,400
5520,5,2024-02-14,500
5521,,2024-02-15,100
5522,2,2024-02-16,200
5523,3,2024-02-17,300
5524,4,2024-02-18,400
5525,5,2024-02-19,500
,1,2024-02-20,100
5527,2,2024-02-21,200
5528,3,2024-02-22,300
5529,4,2024-02-23,400
5530,5,2024-02-24,500
5531,1,2024-02-25,100
5532,2,2024-02-26,200
5533,3,2024-02-27,300
5534,4,2024-02-28,400
5535,5,2024-02-29,500
5536,1,2024-03-01,100
5537,2,2024-03-02,200
5538,3,2024-03-03,300
5539,4,2024-03-04,400
5540,5,2024-03-05,
5541,1,2024-03-06,100
5542,2,2024-03-07,200
,3,2024-03-08,300
5544,,2024-03-09,100
5545,5,2024-03-10,500
5546,1,2024-03-11,100
5547,2,2024-03-12,200
5548,3,2024-03-13,300
5549,4,2024-03-14,400
5550,5,2024-03-15,500
5551,1,2024-03-16,100
5552,2,2024-03-17,200
5553,3,2024-03-18,300
5554,4,2024-03-19,400
5555,5,2024-03-20,500
5556,1,2024-03-21,100
5557,2,2024-03-22,200
5558,3,2024-03-23,300
5559,4,2024-03-24,400
,5,2024-03-25,500
5561,1,2024-03-26,100
5562,2,2024-03-27,200
5563,3,2024-03-28,300
5564,4,2024-03-29,400
5565,5,2024-03-30,500
5566,1,2024-03-31,100
5567,,2024-04-01,100
5568,3,2024-04-02,300
5569,4,2024-04-03,
5570,5,2024-04-04,500
5571,1,2024-04-05,100
5572,2,2024-04-06,200
5573,3,2024-04-07,300
5574,4,2024-04-08,400
5575,5,2024-04-09,500
5576,1,2024-04-10,100
,2,2024-04-11,200
5578,3,2024-04-12,300
5579,4,2024-04-13,400
5580,5,2024-04-14,500
5581,1,2024-04-15,100
5582,2,2024-04-16,200
5583,3,2024-04-17,300
5584,4,2024-04-18,400
5585,5,2024-04-19,500
5586,1,2024-04-20,100
5587,2,2024-04-21,200
5588,3,2024-04-22,300
5589,4,2024-04-23,400
5590,,2024-04-24,100
5591,1,2024-04-25,100
5592,2,2024-04-26,200
5593,3,2024-04-27,300
,4,2024-04-28,400
5595,5,2024-04-29,500
5596,1,2024-04-30,100
5597,2,2024-05-01,200
5598,3,2024-05-02,
5599,4,2024-05-03,400
5600,5,2024-05-04,500
5601,1,2024-05-05,100
5602,2,2024-05-06,200
5603,3,2024-05-07,300
5604,4,2024-05-08,400
5605,5,2024-05-09,500
5606,1,2024-05-10,100
5607,2,2024-05-11,200
5608,3,2024-05-12,300
5609,4,2024-05-13,400
5610,5,2024-05-14,500
,1,2024-05-15,100
5612,2,2024-05-16,200
5613,,2024-05-17,100
5614,4,2024-05-18,400
5615,5,2024-05-19,500
5616,1,2024-05-20,100
5617,2,2024-05-21,200
5618,3,2024-05-22,300
5619,4,2024-05-23,400
5620,5,2024-05-24,500
5621,1,2024-05-25,100
5622,2,2024-05-26,200
5623,3,2024-05-27,300
5624,4,2024-05-28,400
5625,5,2024-05-29,500
5626,1,2024-05-30,100
5627,2,2024-05-31,
,3,2024-06-01,300
5629,4,2024-06-02,400
5630,5,2024-06-03,500
5631,1,2024-06-04,100
5632,2,2024-06-05,200
5633,3,2024-06-06,300
5634,4,2024-06-07,400
5635,5,2024-06-08,500
5636,,2024-06-09,100
5637,2,2024-06-10,200
5638,3,2024-06-11,300
5639,4,2024-06-12,400
5640,5,2024-06-13,500
5641,1,2024-06-14,100
5642,2,2024-06-15,200
5643,3,2024-06-16,300
5644,4,2024-06-17,400
,5,2024-06-18,500
5646,1,2024-06-19,100
5647,2,2024-06-20,200
5648,3,2024-06-21,300
5649,4,2024-06-22,400
5650,5,2024-06-23,500
5651,1,2024-06-24,100
5652,2,2024-06-25,200
5653,3,2024-06-26,300
5654,4,2024-06-27,400
5655,5,2024-06-28,500
5656,1,2024-06-29,
5657,2,2024-06-30,200
5658,3,2024-07-01,300
5659,,2024-07-02,100
5660,5,2024-07-03,500
5661,1,2024-07-04,100
,2,2024-07-05,200
5663,3,2024-07-06,300
5664,4,2024-07-07,400
5665,5,2024-07-08,500
5666,1,2024-07-09,100
5667,2,2024-07-10,200
5668,3,2024-07-11,300
5669,4,2024-07-12,400
5670,5,2024-07-13,500
5671,1,2024-07-14,100
5672,2,2024-07-15,200
5673,3,2024-07-16,300
5674,4,2024-07-17,400
5675,5,2024-07-18,500
5676,1,2024-07-19,100
5677,2,2024-07-20,200
5678,3,2024-07-21,300
,4,2024-07-22,400
5680,5,2024-07-23,500
5681,1,2024-07-24,100
5682,,2024-07-25,100
5683,3,2024-07-26,300
5684,4,2024-07-27,400
5685,5,2024-07-28,
5686,1,2024-07-29,100
5687,2,2024-07-30,200
5688,3,2024-07-31,300
5689,4,2024-08-01,400
5690,5,2024-08-02,500
5691,1,2024-08-03,100
5692,2,2024-08-04,200
5693,3,2024-08-05,300
5694,4,2024-08-06,400
5695,5,2024-08-07,500
,1,2024-08-08,100
5697,2,2024-08-09,200
5698,3,2024-08-10,300
5699,4,2024-08-11,400
5700,5,2024-08-12,500
5701,1,2024-08-13,100
5702,2,2024-08-14,200
5703,3,2024-08-15,300
5704,4,2024-08-16,400
5705,,2024-08-17,100
5706,1,2024-08-18,100
5707,2,2024-08-19,200
5708,3,2024-08-20,300
5709,4,2024-08-21,400
5710,5,2024-08-22,500
5711,1,2024-08-23,100
5712,2,2024-08-24,200
,3,2024-08-25,300
5714,4,2024-08-26,
5715,5,2024-08-27,500
5716,1,2024-08-28,100
5717,2,2024-08-29,200
5718,3,2024-08-30,300
5719,4,2024-08-31,400
5720,5,2024-09-01,500
5721,1,2024-09-02,100
5722,2,2024-09-03,200
5723,3,2024-09-04,300
5724,4,2024-09-05,400
5725,5,2024-09-06,500
5726,1,2024-09-07,100
5727,2,2024-09-08,200
5728,,2024-09-09,100
5729,4,2024-09-10,400
,5,2024-09-11,500
5731,1,2024-09-12,100
5732,2,2024-09-13,200
5733,3,2024-09-14,300
5734,4,2024-09-15,400
5735,5,2024-09-16,500
5736,1,2024-09-17,100
5737,2,2024-09-18,200
5738,3,2024-09-19,300
5739,4,2024-09-20,400
5740,5,2024-09-21,500
5741,1,2024-09-22,100
5742,2,2024-09-23,200
5743,3,2024-09-24,
5744,4,2024-09-25,400
5745,5,2024-09-26,500
5746,1,2024-09-27,100
,2,2024-09-28,200
5748,3,2024-09-29,300
5749,4,2024-09-30,400
5750,5,2024-10-01,500
5751,,2024-10-02,100
5752,2,2024-10-03,200
5753,3,2024-10-04,300
5754,4,2024-10-05,400
5755,5,2024-10-06,500
5756,1,2024-10-07,100
5757,2,2024-10-08,200
5758,3,2024-10-09,300
5759,4,2024-10-10,400
5760,5,2024-10-11,500
5761,1,2024-10-12,100
5762,2,2024-10-13,200
5763,3,2024-10-14,300
,4,2024-10-15,400
5765,5,2024-10-16,500
5766,1,2024-10-17,100
5767,2,2024-10-18,200
5768,3,2024-10-19,300
5769,4,2024-10-20,400
5770,5,2024-10-21,500
5771,1,2024-10-22,100
5772,2,2024-10-23,
5773,3,2024-10-24,300
5774,,2024-10-25,100
5775,5,2024-10-26,500
5776,1,2024-10-27,100
5777,2,2024-10-28,200
5778,3,2024-10-29,300
5779,4,2024-10-30,400
5780,5,2024-10-31,500
,1,2024-11-01,100
5782,2,2024-11-02,200
5783,3,2024-11-03,300
5784,4,2024-11-04,400
5785,5,2024-11-05,500
5786,1,2024-11-06,100
5787,2,2024-11-07,200
5788,3,2024-11-08,300
5789,4,2024-11-09,400
5790,5,2024-11-10,500
5791,1,2024-11-11,100
5792,2,2024-11-12,200
5793,3,2024-11-13,300
5794,4,2024-11-14,400
5795,5,2024-11-15,500
5796,1,2024-11-16,100
5797,,2024-11-17,100
,3,2024-11-18,300
5799,4,2024-11-19,400
5800,5,2024-11-20,500
5801,1,2024-11-21,
5802,2,2024-11-22,200
5803,3,2024-11-23,300
5804,4,2024-11-24,400
5805,5,2024-11-25,500
5806,1,2024-11-26,100
5807,2,2024-11-27,200
5808,3,2024-11-28,300
5809,4,2024-11-29,400
5810,5,2024-11-30,500
5811,1,2024-12-01,100
5812,2,2024-12-02,200
5813,3,2024-12-03,300
5814,4,2024-12-04,400
,5,2024-12-05,500
5816,1,2024-12-06,100
5817,2,2024-12-07,200
5818,3,2024-12-08,300
5819,4,2024-12-09,400
5820,,2024-12-10,100
5821,1,2024-12-11,100
5822,2,2024-12-12,200
5823,3,2024-12-13,300
5824,4,2024-12-14,400
5825,5,2024-12-15,500
5826,1,2024-12-16,100
5827,2,2024-12-17,200
5828,3,2024-12-18,300
5829,4,2024-12-19,400
5830,5,2024-12-20,
5831,1,2024-12-21,100
,2,2024-12-22,200
5833,3,2024-12-23,300
5834,4,2024-12-24,400
5835,5,2024-12-25,500
5836,1,2024-12-26,100
5837,2,2024-12-27,200
5838,3,2024-12-28,300
5839,4,2024-12-29,400
5840,5,2024-12-30,500
5841,1,2024-01-01,100
5842,2,2024-01-02,200
5843,,2024-01-03,100
5844,4,2024-01-04,400
5845,5,2024-01-05,500
5846,1,2024-01-06,100
5847,2,2024-01-07,200
5848,3,2024-01-08,300
,4,2024-01-09,400
5850,5,2024-01-10,500
5851,1,2024-01-11,100
5852,2,2024-01-12,200
5853,3,2024-01-13,300
5854,4,2024-01-14,400
5855,5,2024-01-15,500
5856,1,2024-01-16,100
5857,2,2024-01-17,200
5858,3,2024-01-18,300
5859,4,2024-01-19,
5860,5,2024-01-20,500
5861,1,2024-01-21,100
5862,2,2024-01-22,200
5863,3,2024-01-23,300
5864,4,2024-01-24,400
5865,5,2024-01-25,500
,,2024-01-26,100
5867,2,2024-01-27,200
5868,3,2024-01-28,300
5869,4,2024-01-29,400
5870,5,2024-01-30,500
5871,1,2024-01-31,100
5872,2,2024-02-01,200
5873,3,2024-02-02,300
5874,4,2024-02-03,400
5875,5,2024-02-04,500
5876,1,2024-02-05,100
5877,2,2024-02-06,200
5878,3,2024-02-07,300
5879,4,2024-02-08,400
5880,5,2024-02-09,500
5881,1,2024-02-10,100
5882,2,2024-02-11,200
,3,2024-02-12,300
5884,4,2024-02-13,400
5885,5,2024-02-14,500
5886,1,2024-02-15,100
5887,2,2024-02-16,200
5888,3,2024-02-17,
5889,,2024-02-18,100
5890,5,2024-02-19,500
5891,1,2024-02-20,100
5892,2,2024-02-21,200
5893,3,2024-02-22,300
5894,4,2024-02-23,400
5895,5,2024-02-24,500
5896,1,2024-02-25,100
5897,2,2024-02-26,200
5898,3,2024-02-27,300
5899,4,2024-02-28,400
,5,2024-02-29,500
5901,1,2024-03-01,100
5902,2,2024-03-02,200
5903,3,2024-03-03,300
5904,4,2024-03-04,400
5905,5,2024-03-05,500
5906,1,2024-03-06,100
5907,2,2024-03-07,200
5908,3,2024-03-08,300
5909,4,2024-03-09,400
5910,5,2024-03-10,500
5911,1,2024-03-11,100
5912,,2024-03-12,100
5913,3,2024-03-13,300
5914,4,2024-03-14,400
5915,5,2024-03-15,500
5916,1,2024-03-16,100
,2,2024-03-17,
5918,3,2024-03-18,300
5919,4,2024-03-19,400
5920,5,2024-03-20,500
5921,1,2024-03-21,100
5922,2,2024-03-22,200
5923,3,2024-03-23,300
5924,4,2024-03-24,400
5925,5,2024-03-25,500
5926,1,2024-03-26,100
5927,2,2024-03-27,200
5928,3,2024-03-28,300
5929,4,2024-03-29,400
5930,5,2024-03-30,500
5931,1,2024-03-31,100
5932,2,2024-04-01,200
5933,3,2024-04-02,300
,4,2024-04-03,400
5935,,2024-04-04,100
5936,1,2024-04-05,100
5937,2,2024-04-06,200
5938,3,2024-04-07,300
5939,4,2024-04-08,400
5940,5,2024-04-09,500
5941,1,2024-04-10,100
5942,2,2024-04-11,200
5943,3,2024-04-12,300
5944,4,2024-04-13,400
5945,5,2024-04-14,500
5946,1,2024-04-15,
5947,2,2024-04-16,200
5948,3,2024-04-17,300
5949,4,2024-04-18,400
5950,5,2024-04-19,500
,1,2024-04-20,100
5952,2,2024-04-21,200
5953,3,2024-04-22,300
5954,4,2024-04-23,400
5955,5,2024-04-24,500
5956,1,2024-04-25,100
5957,2,2024-04-26,200
5958,,2024-04-27,100
5959,4,2024-04-28,400
5960,5,2024-04-29,500
5961,1,2024-04-30,100
5962,2,2024-05-01,200
5963,3,2024-05-02,300
5964,4,2024-05-03,400
5965,5,2024-05-04,500
5966,1,2024-05-05,100
5967,2,2024-05-06,200
,3,2024-05-07,300
5969,4,2024-05-08,400
5970,5,2024-05-09,500
5971,1,2024-05-10,100
5972,2,2024-05-11,200
5973,3,2024-05-12,300
5974,4,2024-05-13,400
5975,5,2024-05-14,
5976,1,2024-05-15,100
5977,2,2024-05-16,200
5978,3,2024-05-17,300
5979,4,2024-05-18,400
5980,5,2024-05-19,500
5981,,2024-05-20,100
5982,2,2024-05-21,200
5983,3,2024-05-22,300
5984,4,2024-05-23,400
,5,2024-05-24,500
5986,1,2024-05-25,100
5987,2,2024-05-26,200
5988,3,2024-05-27,300
5989,4,2024-05-28,400
5990,5,2024-05-29,500
5991,1,2024-05-30,100
5992,2,2024-05-31,200
5993,3,2024-06-01,300
5994,4,2024-06-02,400
5995,5,2024-06-03,500
5996,1,2024-06-04,100
5997,2,2024-06-05,200
5998,3,2024-06-06,300
5999,4,2024-06-07,400
6000,5,2024-06-08,500
6001,1,2024-06-09,100
,2,2024-06-10,200
6003,3,2024-06-11,300
6004,,2024-06-12,
6005,5,2024-06-13,500
6006,1,2024-06-14,100
6007,2,2024-06-15,200
6008,3,2024-06-16,300
6009,4,2024-06-17,400
6010,5,2024-06-18,500
6011,1,2024-06-19,100
6012,2,2024-06-20,200
6013,3,2024-06-21,300
6014,4,2024-06-22,400
6015,5,2024-06-23,500
6016,1,2024-06-24,100
6017,2,2024-06-25,200
6018,3,2024-06-26,300
,4,2024-06-27,400
6020,5,2024-06-28,500
6021,1,2024-06-29,100
6022,2,2024-06-30,200
6023,3,2024-07-01,300
6024,4,2024-07-02,400
6025,5,2024-07-03,500
6026,1,2024-07-04,100
6027,,2024-07-05,100
6028,3,2024-07-06,300
6029,4,2024-07-07,400
6030,5,2024-07-08,500
6031,1,2024-07-09,100
6032,2,2024-07-10,200
6033,3,2024-07-11,
6034,4,2024-07-12,400
6035,5,2024-07-13,500
,1,2024-07-14,100
6037,2,2024-07-15,200
6038,3,2024-07-16,300
6039,4,2024-07-17,400
6040,5,2024-07-18,500
6041,1,2024-07-19,100
6042,2,2024-07-20,200
6043,3,2024-07-21,300
6044,4,2024-07-22,400
6045,5,2024-07-23,500
6046,1,2024-07-24,100
6047,2,2024-07-25,200
6048,3,2024-07-26,300
6049,4,2024-07-27,400
6050,,2024-07-28,100
6051,1,2024-07-29,100
6052,2,2024-07-30,200
,3,2024-07-31,300
6054,4,2024-08-01,400
6055,5,2024-08-02,500
6056,1,2024-08-03,100
6057,2,2024-08-04,200
6058,3,2024-08-05,300
6059,4,2024-08-06,400
6060,5,2024-08-07,500
6061,1,2024-08-08,100
6062,2,2024-08-09,
6063,3,2024-08-10,300
6064,4,2024-08-11,400
6065,5,2024-08-12,500
6066,1,2024-08-13,100
6067,2,2024-08-14,200
6068,3,2024-08-15,300
6069,4,2024-08-16,400
,5,2024-08-17,500
6071,1,2024-08-18,100
6072,2,2024-08-19,200
6073,,2024-08-20,100
6074,4,2024-08-21,400
6075,5,2024-08-22,500
6076,1,2024-08-23,100
6077,2,2024-08-24,200
6078,3,2024-08-25,300
6079,4,2024-08-26,400
6080,5,2024-08-27,500
6081,1,2024-08-28,100
6082,2,2024-08-29,200
6083,3,2024-08-30,300
6084,4,2024-08-31,400
6085,5,2024-09-01,500
6086,1,2024-09-02,100
,2,2024-09-03,200
6088,3,2024-09-04,300
6089,4,2024-09-05,400
6090,5,2024-09-06,500
6091,1,2024-09-07,
6092,2,2024-09-08,200
6093,3,2024-09-09,300
6094,4,2024-09-10,400
6095,5,2024-09-11,500
6096,,2024-09-12,100
6097,2,2024-09-13,200
6098,3,2024-09-14,300
6099,4,2024-09-15,400
6100,5,2024-09-16,500
6101,1,2024-09-17,100
6102,2,2024-09-18,200
6103,3,2024-09-19,300
,4,2024-09-20,400
6105,5,2024-09-21,500
6106,1,2024-09-22,100
6107,2,2024-09-23,200
6108,3,2024-09-24,300
6109,4,2024-09-25,400
6110,5,2024-09-26,500
6111,1,2024-09-27,100
6112,2,2024-09-28,200
6113,3,2024-09-29,300
6114,4,2024-09-30,400
6115,5,2024-10-01,500
6116,1,2024-10-02,100
6117,2,2024-10-03,200
6118,3,2024-10-04,300
6119,,2024-10-05,100
6120,5,2024-10-06,
,1,2024-10-07,100
6122,2,2024-10-08,200
6123,3,2024-10-09,300
6124,4,2024-10-10,400
6125,5,2024-10-11,500
6126,1,2024-10-12,100
6127,2,2024-10-13,200
6128,3,2024-10-14,300
6129,4,2024-10-15,400
6130,5,2024-10-16,500
6131,1,2024-10-17,100
6132,2,2024-10-18,200
6133,3,2024-10-19,300
6134,4,2024-10-20,400
6135,5,2024-10-21,500
6136,1,2024-10-22,100
6137,2,2024-10-23,200
,3,2024-10-24,300
6139,4,2024-10-25,400
6140,5,2024-10-26,500
6141,1,2024-10-27,100
6142,,2024-10-28,100
6143,3,2024-10-29,300
6144,4,2024-10-30,400
6145,5,2024-10-31,500
6146,1,2024-11-01,100
6147,2,2024-11-02,200
6148,3,2024-11-03,300
6149,4,2024-11-04,
6150,5,2024-11-05,500
6151,1,2024-11-06,100
